DEPARTAMENTO;MUNICIPIO;CODIGO DANE;ARMAS MEDIOS;FECHA HECHO;GENERO;AGRUPA EDAD PERSONA;CANTIDAD
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;2
CALDAS;SUPÍA;17777000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;1
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;7
CUNDINAMARCA;CAJICÁ;25126000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;FACATATIVÁ;25269000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
MAGDALENA;SANTA MARTA (CT);47001000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;1
META;GRANADA;50313000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;2
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
SANTANDER;BARRANCABERMEJA;68081000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
SANTANDER;FLORIDABLANCA;68276000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADOLESCENTES;1
SANTANDER;MATANZA;68444000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
SUCRE;SANTIAGO DE TOLÚ;70820000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;2
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;22/03/2010;MASCULINO;ADULTOS;3
VALLE;TULUÁ;76834000;SIN EMPLEO DE ARMAS;22/03/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;FEMENINO;ADULTOS;1
BOYACÁ;TUNJA (CT);15001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADOLESCENTES;1
CALDAS;RIOSUCIO;17614000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;FEMENINO;ADULTOS;4
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;4
CUNDINAMARCA;CHÍA;25175000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
GUAJIRA;RIOHACHA (CT);44001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;FEMENINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADOLESCENTES;1
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
SAN ANDRÉS;SAN ANDRÉS (CT);88001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
SUCRE;SAMPUÉS;70670000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;FEMENINO;ADULTOS;1
VALLE;BUENAVENTURA;76109000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;2
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADOLESCENTES;1
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;3
VALLE;PALMIRA;76520000;ARMA BLANCA / CORTOPUNZANTE;23/03/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;2
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;7
CALDAS;MANIZALES (CT);17001000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;1
CALDAS;SUPÍA;17777000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
CASANARE;YOPAL (CT);85001000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;3
HUILA;NEIVA (CT);41001000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
HUILA;PITALITO;41551000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;1
HUILA;RIVERA;41615000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;FLORIDABLANCA;68276000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;PIEDECUESTA;68547000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;23/03/2010;FEMENINO;ADULTOS;2
VALLE;CALI (CT);76001000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;5
VALLE;CANDELARIA;76130000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
VALLE;GUADALAJARA DE BUGA;76111000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
VALLE;TULUÁ;76834000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
VALLE;YUMBO;76892000;ARMA DE FUEGO;23/03/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;CONTUNDENTES;23/03/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;SOLEDAD;8758000;CONTUNDENTES;23/03/2010;FEMENINO;ADULTOS;1
CALDAS;SUPÍA;17777000;CONTUNDENTES;23/03/2010;MASCULINO;ADOLESCENTES;1
CESAR;VALLEDUPAR (CT);20001000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;1
CÓRDOBA;MONTERÍA (CT);23001000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;23/03/2010;FEMENINO;ADULTOS;3
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;4
CUNDINAMARCA;FACATATIVÁ;25269000;CONTUNDENTES;23/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;SOACHA;25754000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;1
MAGDALENA;SANTA MARTA (CT);47001000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;BARBOSA;68077000;CONTUNDENTES;23/03/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;1
VALLE;YUMBO;76892000;CONTUNDENTES;23/03/2010;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;CORTANTES;23/03/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;CORTANTES;23/03/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;CORTANTES;23/03/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;NO REPORTADO;23/03/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;NO REPORTADO;23/03/2010;MASCULINO;ADULTOS;2
CUNDINAMARCA;PASCA;25535000;NO REPORTADO;23/03/2010;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;NO REPORTADO;23/03/2010;FEMENINO;ADULTOS;1
PUTUMAYO;PUERTO ASÍS;86568000;NO REPORTADO;23/03/2010;MASCULINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;NO REPORTADO;23/03/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;BELLO;5088000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;PUERTO BERRÍO;5579000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
ARAUCA;ARAUCA (CT);81001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;2
BOYACÁ;TUNJA (CT);15001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;2
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;3
CESAR;AGUACHICA;20011000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;11
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;13
CUNDINAMARCA;CAQUEZA;25151000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;GIRARDOT;25307000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
HUILA;AIPE;41016000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
HUILA;GARZÓN;41298000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
HUILA;LA PLATA;41396000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
MAGDALENA;SANTA MARTA (CT);47001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
META;VISTAHERMOSA;50711000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
NARIÑO;CONSACA;52207000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
RISARALDA;DOSQUEBRADAS;66170000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;2
RISARALDA;SANTA ROSA DE CABAL;66682000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;BARRANCABERMEJA;68081000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;3
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;FLORIDABLANCA;68276000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;GIRÓN;68307000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;PUENTE NACIONAL;68572000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
SANTANDER;PUENTE NACIONAL;68572000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
SANTANDER;SABANA DE TORRES;68655000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;2
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;8
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;5
VALLE;GUADALAJARA DE BUGA;76111000;SIN EMPLEO DE ARMAS;23/03/2010;FEMENINO;ADULTOS;1
VALLE;GUADALAJARA DE BUGA;76111000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
VALLE;PALMIRA;76520000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;2
VALLE;SEVILLA;76736000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
VALLE;VERSALLES;76863000;SIN EMPLEO DE ARMAS;23/03/2010;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;2
CAQUETÁ;FLORENCIA (CT);18001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;1
CAQUETÁ;FLORENCIA (CT);18001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;3
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADULTOS;1
HUILA;PITALITO;41551000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;2
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADULTOS;1
RISARALDA;DOSQUEBRADAS;66170000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;1
RISARALDA;DOSQUEBRADAS;66170000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;1
SANTANDER;FLORIDABLANCA;68276000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADOLESCENTES;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;1
VALLE;BUENAVENTURA;76109000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;24/03/2010;MASCULINO;ADULTOS;2
ANTIOQUIA;BELLO;5088000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;LA ESTRELLA;5380000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
ARAUCA;TAME;81794000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;2
ATLÁNTICO;SOLEDAD;8758000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
BOLÍVAR;CALAMAR;13140000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
CÓRDOBA;MONTERÍA (CT);23001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;7
CUNDINAMARCA;SAN JUAN DE RÍO SECO;25662000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
MAGDALENA;CIÉNAGA;47189000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADOLESCENTES;1
SUCRE;SINCELEJO (CT);70001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADULTOS;3
VALLE;CARTAGO;76147000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
VALLE;TULUÁ;76834000;ARMA DE FUEGO;24/03/2010;FEMENINO;ADULTOS;1
VALLE;YUMBO;76892000;ARMA DE FUEGO;24/03/2010;MASCULINO;ADOLESCENTES;1
BOLÍVAR;MAGANGUÉ;13430000;CONTUNDENTES;24/03/2010;FEMENINO;ADOLESCENTES;1
CAQUETÁ;FLORENCIA (CT);18001000;CONTUNDENTES;24/03/2010;FEMENINO;ADULTOS;1
CASANARE;YOPAL (CT);85001000;CONTUNDENTES;24/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;24/03/2010;MASCULINO;ADULTOS;6
CUNDINAMARCA;CHÍA;25175000;CONTUNDENTES;24/03/2010;FEMENINO;ADULTOS;1
MAGDALENA;SANTA MARTA (CT);47001000;CONTUNDENTES;24/03/2010;FEMENINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;CONTUNDENTES;24/03/2010;FEMENINO;MENORES;1
VALLE;CALI (CT);76001000;CONTUNDENTES;24/03/2010;FEMENINO;ADULTOS;2
VALLE;GUADALAJARA DE BUGA;76111000;CONTUNDENTES;24/03/2010;MASCULINO;ADOLESCENTES;1
ANTIOQUIA;CHIGORODÓ;5172000;CORTANTES;24/03/2010;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;CORTANTES;24/03/2010;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;CORTANTES;24/03/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;NO REPORTADO;24/03/2010;MASCULINO;ADULTOS;1
CHOCÓ;QUIBDÓ (CT);27001000;NO REPORTADO;24/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;FACATATIVÁ;25269000;NO REPORTADO;24/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;SOACHA;25754000;NO REPORTADO;24/03/2010;MASCULINO;ADOLESCENTES;1
CUNDINAMARCA;SOACHA;25754000;NO REPORTADO;24/03/2010;MASCULINO;ADULTOS;1
ARAUCA;ARAUCA (CT);81001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
BOLÍVAR;MAGANGUÉ;13430000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
BOYACÁ;TUNJA (CT);15001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
CALDAS;AGUADAS;17013000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;3
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
CAQUETÁ;EL PAUJIL;18256000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADOLESCENTES;1
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;5
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;13
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;12
CUNDINAMARCA;CHÍA;25175000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;CHÍA;25175000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;FACATATIVÁ;25269000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;MADRID;25430000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
GUAJIRA;RIOHACHA (CT);44001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
HUILA;LA ARGENTINA;41378000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
MAGDALENA;EL BANCO;47245000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
META;GRANADA;50313000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
META;GUAMAL;50318000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADOLESCENTES;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
RISARALDA;DOSQUEBRADAS;66170000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADOLESCENTES;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
SANTANDER;BARBOSA;68077000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
SANTANDER;GIRÓN;68307000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
SANTANDER;PIEDECUESTA;68547000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;1
SUCRE;SAN MARCOS;70708000;SIN EMPLEO DE ARMAS;24/03/2010;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;24/03/2010;FEMENINO;ADULTOS;3
